Country,State,City,Organization,lastupdate,Avg,Max,Min,Pollutant_Name,Predominant_Parameter,AQI_Value
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",14-09-2021 10:00,58,77,43,PM2.5,PM2.5,58
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",14-09-2021 10:00,47,67,40,PM10,PM2.5,58
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",14-09-2021 10:00,13,14,12,NO2,PM2.5,58
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",14-09-2021 10:00,2,2,1,NH3,PM2.5,58
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",14-09-2021 10:00,12,49,5,SO2,PM2.5,58
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",14-09-2021 10:00,51,73,48,CO,PM2.5,58
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",14-09-2021 10:00,43,69,26,OZONE,PM2.5,58
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",14-09-2021 10:00,17,50,5,PM2.5,CO,54
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",14-09-2021 10:00,27,85,10,PM10,CO,54
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",14-09-2021 10:00,10,11,9,NO2,CO,54
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",14-09-2021 10:00,2,2,1,NH3,CO,54
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",14-09-2021 10:00,4,5,3,SO2,CO,54
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",14-09-2021 10:00,54,66,43,CO,CO,54
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",14-09-2021 10:00,16,33,11,OZONE,CO,54
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",14-09-2021 10:00,27,42,18,PM2.5,PM10,31
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",14-09-2021 10:00,31,56,20,PM10,PM10,31
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",14-09-2021 10:00,11,13,10,NO2,PM10,31
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",14-09-2021 10:00,4,4,4,NH3,PM10,31
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",14-09-2021 10:00,3,3,2,SO2,PM10,31
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",14-09-2021 10:00,1,19,1,CO,PM10,31
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",14-09-2021 10:00,30,55,27,OZONE,PM10,31
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",14-09-2021 10:00,27,41,10,PM2.5,PM2.5,27
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",14-09-2021 10:00,26,37,15,PM10,PM2.5,27
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",14-09-2021 10:00,11,16,10,NO2,PM2.5,27
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",14-09-2021 10:00,3,3,2,NH3,PM2.5,27
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",14-09-2021 10:00,11,13,8,SO2,PM2.5,27
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",14-09-2021 10:00,24,33,12,CO,PM2.5,27
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",14-09-2021 10:00,4,42,1,OZONE,PM2.5,27
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",14-09-2021 10:00,25,46,10,PM2.5,PM10,28
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",14-09-2021 10:00,28,48,9,PM10,PM10,28
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",14-09-2021 10:00,NA,NA,NA,NO2,PM10,28
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",14-09-2021 10:00,2,2,2,NH3,PM10,28
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",14-09-2021 10:00,21,21,20,SO2,PM10,28
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",14-09-2021 10:00,16,22,12,CO,PM10,28
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",14-09-2021 10:00,1,2,1,OZONE,PM10,28
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",14-09-2021 10:00,62,85,29,PM2.5,PM10,79
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",14-09-2021 10:00,79,103,41,PM10,PM10,79
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",14-09-2021 10:00,57,154,18,NO2,PM10,79
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",14-09-2021 10:00,9,11,4,NH3,PM10,79
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",14-09-2021 10:00,4,7,3,SO2,PM10,79
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",14-09-2021 10:00,27,59,21,CO,PM10,79
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",14-09-2021 10:00,14,17,13,OZONE,PM10,79
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",14-09-2021 10:00,43,66,17,PM2.5,PM10,60
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",14-09-2021 10:00,60,88,29,PM10,PM10,60
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",14-09-2021 10:00,6,9,1,NO2,PM10,60
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",14-09-2021 10:00,5,6,5,NH3,PM10,60
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",14-09-2021 10:00,9,12,7,SO2,PM10,60
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",14-09-2021 10:00,29,48,16,CO,PM10,60
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",14-09-2021 10:00,6,18,4,OZONE,PM10,60
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",14-09-2021 10:00,50,85,27,PM2.5,NO2,64
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",14-09-2021 10:00,41,61,23,PM10,NO2,64
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",14-09-2021 10:00,64,75,50,NO2,NO2,64
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",14-09-2021 10:00,9,23,2,NH3,NO2,64
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",14-09-2021 10:00,1,2,1,SO2,NO2,64
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",14-09-2021 10:00,18,35,11,CO,NO2,64
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",14-09-2021 10:00,8,78,4,OZONE,NO2,64
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",14-09-2021 10:00,45,90,12,PM2.5,PM10,63
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",14-09-2021 10:00,63,83,43,PM10,PM10,63
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",14-09-2021 10:00,30,40,22,NO2,PM10,63
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",14-09-2021 10:00,5,6,3,NH3,PM10,63
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",14-09-2021 10:00,9,11,6,SO2,PM10,63
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",14-09-2021 10:00,15,43,10,CO,PM10,63
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",14-09-2021 10:00,6,17,5,OZONE,PM10,63
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",14-09-2021 10:00,32,59,16,PM2.5,PM10,40
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",14-09-2021 10:00,40,91,23,PM10,PM10,40
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",14-09-2021 10:00,30,34,28,NO2,PM10,40
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",14-09-2021 10:00,12,13,11,NH3,PM10,40
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",14-09-2021 10:00,12,18,7,SO2,PM10,40
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",14-09-2021 10:00,30,47,14,CO,PM10,40
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",14-09-2021 10:00,30,42,19,OZONE,PM10,40
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",14-09-2021 10:00,40,62,24,PM2.5,PM2.5,40
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",14-09-2021 10:00,38,59,21,PM10,PM2.5,40
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",14-09-2021 10:00,28,30,26,NO2,PM2.5,40
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",14-09-2021 10:00,4,5,3,NH3,PM2.5,40
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",14-09-2021 10:00,12,13,12,SO2,PM2.5,40
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",14-09-2021 10:00,23,27,12,CO,PM2.5,40
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",14-09-2021 10:00,9,12,5,OZONE,PM2.5,40
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",14-09-2021 10:00,NA,NA,NA,PM2.5,,
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",14-09-2021 10:00,NA,NA,NA,PM10,,
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",14-09-2021 10:00,NA,NA,NA,NO2,,
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",14-09-2021 10:00,NA,NA,NA,NH3,,
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",14-09-2021 10:00,NA,NA,NA,SO2,,
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",14-09-2021 10:00,8,113,1,CO,,
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",14-09-2021 10:00,13,23,10,OZONE,,
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",14-09-2021 10:00,29,95,1,PM2.5,PM10,54
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",14-09-2021 10:00,54,95,23,PM10,PM10,54
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",14-09-2021 10:00,1,1,1,NO2,PM10,54
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",14-09-2021 10:00,14,21,5,SO2,PM10,54
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",14-09-2021 10:00,25,62,18,CO,PM10,54
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",14-09-2021 10:00,13,36,3,OZONE,PM10,54
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",14-09-2021 10:00,NA,NA,NA,PM2.5,,
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",14-09-2021 10:00,NA,NA,NA,PM10,,
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",14-09-2021 10:00,NA,NA,NA,NO2,,
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",14-09-2021 10:00,NA,NA,NA,NH3,,
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",14-09-2021 10:00,NA,NA,NA,SO2,,
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",14-09-2021 10:00,15,40,15,CO,,
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",14-09-2021 10:00,4,17,1,OZONE,,
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",14-09-2021 10:00,37,78,15,PM2.5,OZONE,47
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",14-09-2021 10:00,43,88,19,NO2,OZONE,47
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",14-09-2021 10:00,7,11,2,SO2,OZONE,47
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",14-09-2021 10:00,36,96,24,CO,OZONE,47
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",14-09-2021 10:00,47,141,37,OZONE,OZONE,47
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",14-09-2021 10:00,20,28,12,PM2.5,NO2,31
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",14-09-2021 10:00,25,31,19,PM10,NO2,31
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",14-09-2021 10:00,31,51,24,NO2,NO2,31
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",14-09-2021 10:00,5,6,3,NH3,NO2,31
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",14-09-2021 10:00,10,15,4,SO2,NO2,31
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",14-09-2021 10:00,15,27,12,CO,NO2,31
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",14-09-2021 10:00,19,37,12,OZONE,NO2,31
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",14-09-2021 10:00,37,90,3,PM2.5,PM10,39
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",14-09-2021 10:00,39,89,5,PM10,PM10,39
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",14-09-2021 10:00,20,47,10,NO2,PM10,39
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",14-09-2021 10:00,24,56,17,CO,PM10,39
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",14-09-2021 10:00,20,66,5,OZONE,PM10,39
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",14-09-2021 10:00,82,126,53,PM2.5,PM2.5,82
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",14-09-2021 10:00,68,101,41,PM10,PM2.5,82
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",14-09-2021 10:00,3,6,1,NO2,PM2.5,82
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",14-09-2021 10:00,4,5,3,NH3,PM2.5,82
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",14-09-2021 10:00,4,5,3,SO2,PM2.5,82
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",14-09-2021 10:00,26,42,12,CO,PM2.5,82
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",14-09-2021 10:00,6,51,3,OZONE,PM2.5,82
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",14-09-2021 10:00,56,88,9,PM2.5,PM10,68
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",14-09-2021 10:00,68,96,26,PM10,PM10,68
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",14-09-2021 10:00,10,14,9,NO2,PM10,68
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",14-09-2021 10:00,9,11,9,NH3,PM10,68
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",14-09-2021 10:00,3,5,1,SO2,PM10,68
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",14-09-2021 10:00,34,35,21,CO,PM10,68
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",14-09-2021 10:00,24,32,20,OZONE,PM10,68
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",14-09-2021 10:00,51,71,25,PM2.5,PM2.5,51
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",14-09-2021 10:00,44,82,30,NO2,PM2.5,51
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",14-09-2021 10:00,10,13,1,SO2,PM2.5,51
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",14-09-2021 10:00,32,62,17,CO,PM2.5,51
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",14-09-2021 10:00,6,23,1,OZONE,PM2.5,51
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",14-09-2021 10:00,36,53,16,PM2.5,PM10,38
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",14-09-2021 10:00,38,58,20,PM10,PM10,38
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",14-09-2021 10:00,12,15,10,NO2,PM10,38
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",14-09-2021 10:00,3,3,2,NH3,PM10,38
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",14-09-2021 10:00,10,86,2,SO2,PM10,38
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",14-09-2021 10:00,17,25,12,CO,PM10,38
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",14-09-2021 10:00,10,11,9,OZONE,PM10,38
India,Haryana,Jind,"Police Lines, Jind - HSPCB",14-09-2021 10:00,24,50,9,PM2.5,PM10,27
India,Haryana,Jind,"Police Lines, Jind - HSPCB",14-09-2021 10:00,27,57,12,PM10,PM10,27
India,Haryana,Jind,"Police Lines, Jind - HSPCB",14-09-2021 10:00,10,15,7,NO2,PM10,27
India,Haryana,Jind,"Police Lines, Jind - HSPCB",14-09-2021 10:00,9,15,4,NH3,PM10,27
India,Haryana,Jind,"Police Lines, Jind - HSPCB",14-09-2021 10:00,3,20,1,SO2,PM10,27
India,Haryana,Jind,"Police Lines, Jind - HSPCB",14-09-2021 10:00,23,38,12,CO,PM10,27
India,Haryana,Jind,"Police Lines, Jind - HSPCB",14-09-2021 10:00,3,13,1,OZONE,PM10,27
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",14-09-2021 10:00,24,39,6,PM2.5,PM10,39
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",14-09-2021 10:00,39,65,10,PM10,PM10,39
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",14-09-2021 10:00,14,29,3,NO2,PM10,39
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",14-09-2021 10:00,5,10,2,NH3,PM10,39
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",14-09-2021 10:00,26,91,5,SO2,PM10,39
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",14-09-2021 10:00,24,56,18,CO,PM10,39
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",14-09-2021 10:00,20,95,13,OZONE,PM10,39
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",14-09-2021 10:00,23,43,6,PM2.5,PM10,31
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",14-09-2021 10:00,31,59,15,PM10,PM10,31
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",14-09-2021 10:00,21,21,20,NO2,PM10,31
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",14-09-2021 10:00,12,12,12,NH3,PM10,31
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",14-09-2021 10:00,22,27,15,SO2,PM10,31
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",14-09-2021 10:00,15,34,12,CO,PM10,31
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",14-09-2021 10:00,7,23,6,OZONE,PM10,31
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",14-09-2021 10:00,30,43,19,PM2.5,PM10,38
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",14-09-2021 10:00,38,48,25,PM10,PM10,38
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",14-09-2021 10:00,13,17,7,NO2,PM10,38
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",14-09-2021 10:00,4,5,4,NH3,PM10,38
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",14-09-2021 10:00,6,10,2,SO2,PM10,38
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",14-09-2021 10:00,15,24,9,CO,PM10,38
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",14-09-2021 10:00,10,28,6,OZONE,PM10,38
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",14-09-2021 10:00,26,47,14,PM2.5,PM2.5,26
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",14-09-2021 10:00,22,30,15,PM10,PM2.5,26
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",14-09-2021 10:00,19,21,16,NO2,PM2.5,26
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",14-09-2021 10:00,11,12,10,NH3,PM2.5,26
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",14-09-2021 10:00,25,27,20,SO2,PM2.5,26
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",14-09-2021 10:00,17,19,17,CO,PM2.5,26
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",14-09-2021 10:00,20,22,15,OZONE,PM2.5,26
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",14-09-2021 10:00,65,184,25,PM2.5,PM2.5,65
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",14-09-2021 10:00,58,124,24,PM10,PM2.5,65
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",14-09-2021 10:00,43,45,40,NO2,PM2.5,65
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",14-09-2021 10:00,5,5,4,NH3,PM2.5,65
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",14-09-2021 10:00,5,6,5,SO2,PM2.5,65
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",14-09-2021 10:00,16,20,10,CO,PM2.5,65
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",14-09-2021 10:00,15,19,15,OZONE,PM2.5,65
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",14-09-2021 10:00,43,69,28,PM2.5,PM10,58
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",14-09-2021 10:00,58,92,41,PM10,PM10,58
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",14-09-2021 10:00,7,9,3,NO2,PM10,58
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",14-09-2021 10:00,7,9,4,NH3,PM10,58
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",14-09-2021 10:00,4,79,1,SO2,PM10,58
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",14-09-2021 10:00,15,27,7,CO,PM10,58
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",14-09-2021 10:00,20,20,20,OZONE,PM10,58
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB",14-09-2021 10:00,42,60,20,PM2.5,OZONE,48
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB",14-09-2021 10:00,21,21,20,NO2,OZONE,48
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB",14-09-2021 10:00,9,10,4,SO2,OZONE,48
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB",14-09-2021 10:00,23,48,10,CO,OZONE,48
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB",14-09-2021 10:00,48,56,43,OZONE,OZONE,48
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",14-09-2021 10:00,23,40,11,PM2.5,SO2,56
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",14-09-2021 10:00,34,45,22,PM10,SO2,56
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",14-09-2021 10:00,14,58,8,NO2,SO2,56
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",14-09-2021 10:00,2,7,2,NH3,SO2,56
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",14-09-2021 10:00,56,63,52,SO2,SO2,56
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",14-09-2021 10:00,31,48,16,CO,SO2,56
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",14-09-2021 10:00,39,41,38,OZONE,SO2,56
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",14-09-2021 10:00,43,68,20,PM2.5,NO2,92
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",14-09-2021 10:00,92,107,77,NO2,NO2,92
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",14-09-2021 10:00,8,32,1,SO2,NO2,92
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",14-09-2021 10:00,89,117,58,CO,NO2,92
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",14-09-2021 10:00,73,88,15,OZONE,NO2,92
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",14-09-2021 10:00,20,30,14,PM2.5,NO2,36
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",14-09-2021 10:00,29,41,19,PM10,NO2,36
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",14-09-2021 10:00,36,41,33,NO2,NO2,36
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",14-09-2021 10:00,12,13,11,NH3,NO2,36
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",14-09-2021 10:00,21,24,18,SO2,NO2,36
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",14-09-2021 10:00,15,20,12,CO,NO2,36
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",14-09-2021 10:00,15,33,5,OZONE,NO2,36
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",14-09-2021 10:00,28,71,13,PM2.5,PM10,216
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",14-09-2021 10:00,216,500,36,PM10,PM10,216
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",14-09-2021 10:00,50,51,49,NO2,PM10,216
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",14-09-2021 10:00,11,12,11,NH3,PM10,216
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",14-09-2021 10:00,7,8,6,SO2,PM10,216
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",14-09-2021 10:00,14,21,9,CO,PM10,216
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",14-09-2021 10:00,33,61,20,OZONE,PM10,216
India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",14-09-2021 10:00,45,74,17,PM2.5,PM10,106
India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",14-09-2021 10:00,106,145,21,PM10,PM10,106
India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",14-09-2021 10:00,4,5,3,NO2,PM10,106
India,Haryana,Yamunanagar,"Gobind Pura, Yamuna Nagar - HSPCB",14-09-2021 10:00,6,7,3,NH3,PM10,106
