Country,State,City,Organization,lastupdate,Avg,Max,Min,Pollutant_Name,Predominant_Parameter,AQI_Value
India,NCT of Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",14-09-2021 10:00,41,85,8,PM2.5,NO2,66
India,NCT of Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",14-09-2021 10:00,53,99,6,PM10,NO2,66
India,NCT of Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",14-09-2021 10:00,66,129,44,NO2,NO2,66
India,NCT of Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",14-09-2021 10:00,5,11,3,NH3,NO2,66
India,NCT of Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",14-09-2021 10:00,9,13,6,SO2,NO2,66
India,NCT of Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",14-09-2021 10:00,44,93,20,CO,NO2,66
India,NCT of Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",14-09-2021 10:00,43,91,1,OZONE,NO2,66
India,NCT of Delhi,Delhi,"Lodhi Road, Delhi - IITM",14-09-2021 10:00,44,158,17,PM2.5,PM10,44
India,NCT of Delhi,Delhi,"Lodhi Road, Delhi - IITM",14-09-2021 10:00,44,122,17,PM10,PM10,44
India,NCT of Delhi,Delhi,"Lodhi Road, Delhi - IITM",14-09-2021 10:00,32,48,19,NO2,PM10,44
India,NCT of Delhi,Delhi,"Lodhi Road, Delhi - IITM",14-09-2021 10:00,NA,NA,NA,NH3,PM10,44
India,NCT of Delhi,Delhi,"Lodhi Road, Delhi - IITM",14-09-2021 10:00,7,12,2,SO2,PM10,44
India,NCT of Delhi,Delhi,"Lodhi Road, Delhi - IITM",14-09-2021 10:00,40,106,6,CO,PM10,44
India,NCT of Delhi,Delhi,"Lodhi Road, Delhi - IITM",14-09-2021 10:00,36,90,9,OZONE,PM10,44
India,NCT of Delhi,Delhi,"Lodhi Road, Delhi - IMD",14-09-2021 10:00,42,80,8,PM2.5,PM10,58
India,NCT of Delhi,Delhi,"Lodhi Road, Delhi - IMD",14-09-2021 10:00,58,94,36,PM10,PM10,58
India,NCT of Delhi,Delhi,"Lodhi Road, Delhi - IMD",14-09-2021 10:00,6,23,3,NO2,PM10,58
India,NCT of Delhi,Delhi,"Lodhi Road, Delhi - IMD",14-09-2021 10:00,19,31,14,CO,PM10,58
India,NCT of Delhi,Delhi,"Lodhi Road, Delhi - IMD",14-09-2021 10:00,24,39,16,OZONE,PM10,58
India,NCT of Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",14-09-2021 10:00,42,92,13,PM2.5,PM10,70
India,NCT of Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",14-09-2021 10:00,70,109,16,PM10,PM10,70
India,NCT of Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",14-09-2021 10:00,22,39,13,NO2,PM10,70
India,NCT of Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",14-09-2021 10:00,8,11,5,NH3,PM10,70
India,NCT of Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",14-09-2021 10:00,5,5,4,SO2,PM10,70
India,NCT of Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",14-09-2021 10:00,65,100,37,CO,PM10,70
India,NCT of Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",14-09-2021 10:00,11,50,2,OZONE,PM10,70
India,NCT of Delhi,Delhi,"Mandir Marg, Delhi - DPCC",14-09-2021 10:00,52,100,2,PM2.5,PM10,65
India,NCT of Delhi,Delhi,"Mandir Marg, Delhi - DPCC",14-09-2021 10:00,65,109,24,PM10,PM10,65
India,NCT of Delhi,Delhi,"Mandir Marg, Delhi - DPCC",14-09-2021 10:00,56,70,42,NO2,PM10,65
India,NCT of Delhi,Delhi,"Mandir Marg, Delhi - DPCC",14-09-2021 10:00,3,3,2,NH3,PM10,65
India,NCT of Delhi,Delhi,"Mandir Marg, Delhi - DPCC",14-09-2021 10:00,8,11,5,SO2,PM10,65
India,NCT of Delhi,Delhi,"Mandir Marg, Delhi - DPCC",14-09-2021 10:00,59,105,22,CO,PM10,65
India,NCT of Delhi,Delhi,"Mandir Marg, Delhi - DPCC",14-09-2021 10:00,12,43,4,OZONE,PM10,65
India,NCT of Delhi,Delhi,"Mundka, Delhi - DPCC",14-09-2021 10:00,38,70,10,PM2.5,PM10,44
India,NCT of Delhi,Delhi,"Mundka, Delhi - DPCC",14-09-2021 10:00,44,77,12,PM10,PM10,44
India,NCT of Delhi,Delhi,"Mundka, Delhi - DPCC",14-09-2021 10:00,37,149,19,NO2,PM10,44
India,NCT of Delhi,Delhi,"Mundka, Delhi - DPCC",14-09-2021 10:00,6,7,5,NH3,PM10,44
India,NCT of Delhi,Delhi,"Mundka, Delhi - DPCC",14-09-2021 10:00,33,37,28,SO2,PM10,44
India,NCT of Delhi,Delhi,"Mundka, Delhi - DPCC",14-09-2021 10:00,25,40,20,CO,PM10,44
India,NCT of Delhi,Delhi,"Mundka, Delhi - DPCC",14-09-2021 10:00,23,46,18,OZONE,PM10,44
India,NCT of Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",14-09-2021 10:00,48,103,16,PM2.5,PM10,64
India,NCT of Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",14-09-2021 10:00,64,106,44,PM10,PM10,64
India,NCT of Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",14-09-2021 10:00,28,43,21,NO2,PM10,64
India,NCT of Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",14-09-2021 10:00,7,8,7,NH3,PM10,64
India,NCT of Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",14-09-2021 10:00,5,10,1,SO2,PM10,64
India,NCT of Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",14-09-2021 10:00,39,102,12,CO,PM10,64
India,NCT of Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",14-09-2021 10:00,16,64,10,OZONE,PM10,64
India,NCT of Delhi,Delhi,"Najafgarh, Delhi - DPCC",14-09-2021 10:00,49,120,18,PM2.5,PM2.5,49
India,NCT of Delhi,Delhi,"Najafgarh, Delhi - DPCC",14-09-2021 10:00,47,83,6,PM10,PM2.5,49
India,NCT of Delhi,Delhi,"Najafgarh, Delhi - DPCC",14-09-2021 10:00,23,41,10,NO2,PM2.5,49
India,NCT of Delhi,Delhi,"Najafgarh, Delhi - DPCC",14-09-2021 10:00,3,5,2,NH3,PM2.5,49
India,NCT of Delhi,Delhi,"Najafgarh, Delhi - DPCC",14-09-2021 10:00,2,3,1,SO2,PM2.5,49
India,NCT of Delhi,Delhi,"Najafgarh, Delhi - DPCC",14-09-2021 10:00,41,67,30,CO,PM2.5,49
India,NCT of Delhi,Delhi,"Najafgarh, Delhi - DPCC",14-09-2021 10:00,2,45,1,OZONE,PM2.5,49
India,NCT of Delhi,Delhi,"Narela, Delhi - DPCC",14-09-2021 10:00,42,83,13,PM2.5,PM10,79
India,NCT of Delhi,Delhi,"Narela, Delhi - DPCC",14-09-2021 10:00,79,133,36,PM10,PM10,79
India,NCT of Delhi,Delhi,"Narela, Delhi - DPCC",14-09-2021 10:00,27,59,10,NO2,PM10,79
India,NCT of Delhi,Delhi,"Narela, Delhi - DPCC",14-09-2021 10:00,5,6,4,NH3,PM10,79
India,NCT of Delhi,Delhi,"Narela, Delhi - DPCC",14-09-2021 10:00,8,25,3,SO2,PM10,79
India,NCT of Delhi,Delhi,"Narela, Delhi - DPCC",14-09-2021 10:00,77,82,50,CO,PM10,79
India,NCT of Delhi,Delhi,"Narela, Delhi - DPCC",14-09-2021 10:00,25,77,21,OZONE,PM10,79
India,NCT of Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",14-09-2021 10:00,46,110,8,PM2.5,OZONE,80
India,NCT of Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",14-09-2021 10:00,57,101,8,PM10,OZONE,80
India,NCT of Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",14-09-2021 10:00,64,122,36,NO2,OZONE,80
India,NCT of Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",14-09-2021 10:00,8,12,6,NH3,OZONE,80
India,NCT of Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",14-09-2021 10:00,10,20,4,SO2,OZONE,80
India,NCT of Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",14-09-2021 10:00,57,108,35,CO,OZONE,80
India,NCT of Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",14-09-2021 10:00,80,142,3,OZONE,OZONE,80
India,NCT of Delhi,Delhi,"North Campus, DU, Delhi - IMD",14-09-2021 10:00,41,98,4,PM2.5,PM10,58
India,NCT of Delhi,Delhi,"North Campus, DU, Delhi - IMD",14-09-2021 10:00,58,122,7,PM10,PM10,58
India,NCT of Delhi,Delhi,"North Campus, DU, Delhi - IMD",14-09-2021 10:00,6,6,6,NO2,PM10,58
India,NCT of Delhi,Delhi,"North Campus, DU, Delhi - IMD",14-09-2021 10:00,23,43,16,CO,PM10,58
India,NCT of Delhi,Delhi,"North Campus, DU, Delhi - IMD",14-09-2021 10:00,15,64,15,OZONE,PM10,58
India,NCT of Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",14-09-2021 10:00,43,77,15,PM2.5,PM10,60
India,NCT of Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",14-09-2021 10:00,60,95,28,PM10,PM10,60
India,NCT of Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",14-09-2021 10:00,44,81,22,NO2,PM10,60
India,NCT of Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",14-09-2021 10:00,7,23,4,NH3,PM10,60
India,NCT of Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",14-09-2021 10:00,8,18,1,SO2,PM10,60
India,NCT of Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",14-09-2021 10:00,9,90,3,CO,PM10,60
India,NCT of Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",14-09-2021 10:00,59,132,3,OZONE,PM10,60
India,NCT of Delhi,Delhi,"Patparganj, Delhi - DPCC",14-09-2021 10:00,59,133,12,PM2.5,PM2.5,59
India,NCT of Delhi,Delhi,"Patparganj, Delhi - DPCC",14-09-2021 10:00,34,76,15,NO2,PM2.5,59
India,NCT of Delhi,Delhi,"Patparganj, Delhi - DPCC",14-09-2021 10:00,8,14,4,NH3,PM2.5,59
India,NCT of Delhi,Delhi,"Patparganj, Delhi - DPCC",14-09-2021 10:00,13,18,6,SO2,PM2.5,59
India,NCT of Delhi,Delhi,"Patparganj, Delhi - DPCC",14-09-2021 10:00,36,63,20,CO,PM2.5,59
India,NCT of Delhi,Delhi,"Patparganj, Delhi - DPCC",14-09-2021 10:00,48,110,3,OZONE,PM2.5,59
India,NCT of Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",14-09-2021 10:00,60,133,10,PM2.5,PM10,75
India,NCT of Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",14-09-2021 10:00,75,108,33,PM10,PM10,75
India,NCT of Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",14-09-2021 10:00,41,73,24,NO2,PM10,75
India,NCT of Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",14-09-2021 10:00,4,6,4,NH3,PM10,75
India,NCT of Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",14-09-2021 10:00,17,29,2,SO2,PM10,75
India,NCT of Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",14-09-2021 10:00,16,45,10,CO,PM10,75
India,NCT of Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",14-09-2021 10:00,12,164,11,OZONE,PM10,75
India,NCT of Delhi,Delhi,"Pusa, Delhi - DPCC",14-09-2021 10:00,37,67,5,PM2.5,PM10,60
India,NCT of Delhi,Delhi,"Pusa, Delhi - DPCC",14-09-2021 10:00,60,101,11,PM10,PM10,60
India,NCT of Delhi,Delhi,"Pusa, Delhi - DPCC",14-09-2021 10:00,16,27,11,NO2,PM10,60
India,NCT of Delhi,Delhi,"Pusa, Delhi - DPCC",14-09-2021 10:00,13,14,13,NH3,PM10,60
India,NCT of Delhi,Delhi,"Pusa, Delhi - DPCC",14-09-2021 10:00,10,12,7,SO2,PM10,60
India,NCT of Delhi,Delhi,"Pusa, Delhi - DPCC",14-09-2021 10:00,38,68,30,CO,PM10,60
India,NCT of Delhi,Delhi,"Pusa, Delhi - DPCC",14-09-2021 10:00,5,46,4,OZONE,PM10,60
India,NCT of Delhi,Delhi,"Pusa, Delhi - IMD",14-09-2021 10:00,49,139,9,PM2.5,CO,63
India,NCT of Delhi,Delhi,"Pusa, Delhi - IMD",14-09-2021 10:00,55,94,2,PM10,CO,63
India,NCT of Delhi,Delhi,"Pusa, Delhi - IMD",14-09-2021 10:00,29,40,20,NO2,CO,63
India,NCT of Delhi,Delhi,"Pusa, Delhi - IMD",14-09-2021 10:00,63,74,59,CO,CO,63
India,NCT of Delhi,Delhi,"Pusa, Delhi - IMD",14-09-2021 10:00,20,27,17,OZONE,CO,63
India,NCT of Delhi,Delhi,"R K Puram, Delhi - DPCC",14-09-2021 10:00,33,85,12,PM2.5,PM10,63
India,NCT of Delhi,Delhi,"R K Puram, Delhi - DPCC",14-09-2021 10:00,63,105,25,PM10,PM10,63
India,NCT of Delhi,Delhi,"R K Puram, Delhi - DPCC",14-09-2021 10:00,8,32,2,NO2,PM10,63
India,NCT of Delhi,Delhi,"R K Puram, Delhi - DPCC",14-09-2021 10:00,1,2,1,NH3,PM10,63
India,NCT of Delhi,Delhi,"R K Puram, Delhi - DPCC",14-09-2021 10:00,15,37,1,SO2,PM10,63
India,NCT of Delhi,Delhi,"R K Puram, Delhi - DPCC",14-09-2021 10:00,20,65,5,CO,PM10,63
India,NCT of Delhi,Delhi,"R K Puram, Delhi - DPCC",14-09-2021 10:00,48,109,10,OZONE,PM10,63
India,NCT of Delhi,Delhi,"Rohini, Delhi - DPCC",14-09-2021 10:00,38,73,10,PM2.5,PM10,52
India,NCT of Delhi,Delhi,"Rohini, Delhi - DPCC",14-09-2021 10:00,52,91,20,PM10,PM10,52
India,NCT of Delhi,Delhi,"Rohini, Delhi - DPCC",14-09-2021 10:00,16,26,12,NO2,PM10,52
India,NCT of Delhi,Delhi,"Rohini, Delhi - DPCC",14-09-2021 10:00,8,11,6,NH3,PM10,52
India,NCT of Delhi,Delhi,"Rohini, Delhi - DPCC",14-09-2021 10:00,2,6,1,SO2,PM10,52
India,NCT of Delhi,Delhi,"Rohini, Delhi - DPCC",14-09-2021 10:00,20,50,10,CO,PM10,52
India,NCT of Delhi,Delhi,"Rohini, Delhi - DPCC",14-09-2021 10:00,5,35,4,OZONE,PM10,52
India,NCT of Delhi,Delhi,"Shadipur, Delhi - CPCB",14-09-2021 10:00,34,56,23,PM2.5,PM10,105
India,NCT of Delhi,Delhi,"Shadipur, Delhi - CPCB",14-09-2021 10:00,105,135,69,PM10,PM10,105
India,NCT of Delhi,Delhi,"Shadipur, Delhi - CPCB",14-09-2021 10:00,19,26,12,NO2,PM10,105
India,NCT of Delhi,Delhi,"Shadipur, Delhi - CPCB",14-09-2021 10:00,6,6,5,NH3,PM10,105
India,NCT of Delhi,Delhi,"Shadipur, Delhi - CPCB",14-09-2021 10:00,5,8,2,SO2,PM10,105
India,NCT of Delhi,Delhi,"Shadipur, Delhi - CPCB",14-09-2021 10:00,63,94,41,CO,PM10,105
India,NCT of Delhi,Delhi,"Shadipur, Delhi - CPCB",14-09-2021 10:00,6,38,2,OZONE,PM10,105
India,NCT of Delhi,Delhi,"Sirifort, Delhi - CPCB",14-09-2021 10:00,40,77,3,PM2.5,OZONE,69
India,NCT of Delhi,Delhi,"Sirifort, Delhi - CPCB",14-09-2021 10:00,59,99,14,PM10,OZONE,69
India,NCT of Delhi,Delhi,"Sirifort, Delhi - CPCB",14-09-2021 10:00,14,23,6,SO2,OZONE,69
India,NCT of Delhi,Delhi,"Sirifort, Delhi - CPCB",14-09-2021 10:00,44,101,31,CO,OZONE,69
India,NCT of Delhi,Delhi,"Sirifort, Delhi - CPCB",14-09-2021 10:00,69,165,5,OZONE,OZONE,69
India,NCT of Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",14-09-2021 10:00,58,133,15,PM2.5,PM10,61
India,NCT of Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",14-09-2021 10:00,61,122,31,PM10,PM10,61
India,NCT of Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",14-09-2021 10:00,24,32,11,NO2,PM10,61
India,NCT of Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",14-09-2021 10:00,7,10,5,NH3,PM10,61
India,NCT of Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",14-09-2021 10:00,21,47,6,SO2,PM10,61
India,NCT of Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",14-09-2021 10:00,42,72,30,CO,PM10,61
India,NCT of Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",14-09-2021 10:00,10,48,8,OZONE,PM10,61
India,NCT of Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",14-09-2021 10:00,41,68,13,PM2.5,OZONE,73
India,NCT of Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",14-09-2021 10:00,40,66,13,PM10,OZONE,73
India,NCT of Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",14-09-2021 10:00,36,62,16,NO2,OZONE,73
India,NCT of Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",14-09-2021 10:00,5,5,4,NH3,OZONE,73
India,NCT of Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",14-09-2021 10:00,8,12,6,SO2,OZONE,73
India,NCT of Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",14-09-2021 10:00,72,90,62,CO,OZONE,73
India,NCT of Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",14-09-2021 10:00,73,128,7,OZONE,OZONE,73
India,NCT of Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",14-09-2021 10:00,47,120,5,PM2.5,CO,80
India,NCT of Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",14-09-2021 10:00,67,115,19,PM10,CO,80
India,NCT of Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",14-09-2021 10:00,27,36,20,NO2,CO,80
India,NCT of Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",14-09-2021 10:00,7,9,5,NH3,CO,80
India,NCT of Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",14-09-2021 10:00,6,21,2,SO2,CO,80
India,NCT of Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",14-09-2021 10:00,80,101,68,CO,CO,80
India,NCT of Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",14-09-2021 10:00,5,79,3,OZONE,CO,80
India,NCT of Delhi,Delhi,"Wazirpur, Delhi - DPCC",14-09-2021 10:00,53,177,15,PM2.5,PM10,91
India,NCT of Delhi,Delhi,"Wazirpur, Delhi - DPCC",14-09-2021 10:00,91,169,40,PM10,PM10,91
India,NCT of Delhi,Delhi,"Wazirpur, Delhi - DPCC",14-09-2021 10:00,14,25,6,NO2,PM10,91
India,NCT of Delhi,Delhi,"Wazirpur, Delhi - DPCC",14-09-2021 10:00,17,20,14,NH3,PM10,91
India,NCT of Delhi,Delhi,"Wazirpur, Delhi - DPCC",14-09-2021 10:00,4,6,2,SO2,PM10,91
India,NCT of Delhi,Delhi,"Wazirpur, Delhi - DPCC",14-09-2021 10:00,34,57,20,CO,PM10,91
India,NCT of Delhi,Delhi,"Wazirpur, Delhi - DPCC",14-09-2021 10:00,4,21,4,OZONE,PM10,91
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",14-09-2021 10:00,31,57,14,PM2.5,PM10,39
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",14-09-2021 10:00,39,74,17,PM10,PM10,39
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",14-09-2021 10:00,6,13,5,NO2,PM10,39
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",14-09-2021 10:00,2,2,1,NH3,PM10,39
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",14-09-2021 10:00,7,7,7,SO2,PM10,39
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",14-09-2021 10:00,33,55,30,CO,PM10,39
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",14-09-2021 10:00,8,8,8,OZONE,PM10,39
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",14-09-2021 10:00,67,113,34,PM2.5,NO2,119
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",14-09-2021 10:00,72,110,39,PM10,NO2,119
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",14-09-2021 10:00,119,123,115,NO2,NO2,119
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",14-09-2021 10:00,18,20,17,NH3,NO2,119
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",14-09-2021 10:00,6,19,1,SO2,NO2,119
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",14-09-2021 10:00,69,127,36,CO,NO2,119
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",14-09-2021 10:00,99,287,32,PM2.5,PM2.5,99
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",14-09-2021 10:00,93,164,46,PM10,PM2.5,99
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",14-09-2021 10:00,46,106,17,NO2,PM2.5,99
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",14-09-2021 10:00,23,39,10,SO2,PM2.5,99
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",14-09-2021 10:00,18,62,2,CO,PM2.5,99
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",14-09-2021 10:00,6,71,2,OZONE,PM2.5,99
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",14-09-2021 10:00,59,319,2,PM2.5,PM2.5,59
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",14-09-2021 10:00,55,191,6,PM10,PM2.5,59
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",14-09-2021 10:00,15,19,14,NO2,PM2.5,59
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",14-09-2021 10:00,4,4,3,NH3,PM2.5,59
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",14-09-2021 10:00,8,17,2,SO2,PM2.5,59
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",14-09-2021 10:00,16,28,14,CO,PM2.5,59
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",14-09-2021 10:00,6,9,5,OZONE,PM2.5,59
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",14-09-2021 10:00,16,37,6,PM2.5,CO,39
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",14-09-2021 10:00,19,41,7,PM10,CO,39
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",14-09-2021 10:00,6,10,3,SO2,CO,39
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",14-09-2021 10:00,39,62,36,CO,CO,39
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",14-09-2021 10:00,22,24,21,OZONE,CO,39
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",14-09-2021 10:00,27,37,12,PM2.5,CO,29
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",14-09-2021 10:00,28,39,18,PM10,CO,29
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",14-09-2021 10:00,5,5,4,NO2,CO,29
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",14-09-2021 10:00,2,3,2,NH3,CO,29
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",14-09-2021 10:00,11,12,10,SO2,CO,29
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",14-09-2021 10:00,29,31,28,CO,CO,29
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",14-09-2021 10:00,12,16,12,OZONE,CO,29
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",14-09-2021 10:00,37,82,30,PM2.5,PM10,44
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",14-09-2021 10:00,44,99,36,PM10,PM10,44
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",14-09-2021 10:00,4,5,4,NO2,PM10,44
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",14-09-2021 10:00,4,4,4,NH3,PM10,44
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",14-09-2021 10:00,5,6,5,SO2,PM10,44
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",14-09-2021 10:00,18,60,8,CO,PM10,44
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",14-09-2021 10:00,7,21,6,OZONE,PM10,44
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",14-09-2021 10:00,45,75,30,PM2.5,CO,105
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",14-09-2021 10:00,44,69,28,PM10,CO,105
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",14-09-2021 10:00,21,43,11,NO2,CO,105
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",14-09-2021 10:00,10,16,6,NH3,CO,105
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",14-09-2021 10:00,4,5,4,SO2,CO,105
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",14-09-2021 10:00,105,119,92,CO,CO,105
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",14-09-2021 10:00,9,21,5,OZONE,CO,105
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",14-09-2021 10:00,43,84,21,PM2.5,PM10,55
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",14-09-2021 10:00,55,108,32,PM10,PM10,55
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",14-09-2021 10:00,29,32,27,NO2,PM10,55
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",14-09-2021 10:00,9,9,9,NH3,PM10,55
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",14-09-2021 10:00,2,3,2,SO2,PM10,55
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",14-09-2021 10:00,9,83,1,CO,PM10,55
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",14-09-2021 10:00,4,9,4,OZONE,PM10,55
